行政名称, 行政编码, 行政等级
浑南区, 210112, district
康平县, 210123, district
辽中区, 210115, district
苏家屯区, 210111, district
铁西区, 210106, district
新民市, 210181, district
于洪区, 210114, district
铁岭市, 211200, city
昌图县, 211224, district
调兵山市, 211281, district
开原市, 211282, district
清河区, 211204, district
铁岭县, 211221, district
西丰县, 211223, district
银州区, 211202, district
营口市, 210800, city
鲅鱼圈区, 210804, district
大石桥市, 210882, district
盖州市, 210881, district
老边区, 210811, district
西市区, 210803, district
站前区, 210802, district
宁夏回族自治区, 640000, province
固原市, 640400, city
泾源县, 640424, district
隆德县, 640423, district
彭阳县, 640425, district
西吉县, 640422, district
原州区, 640402, district
石嘴山市, 640200, city
大武口区, 640202, district
惠农区, 640205, district
平罗县, 640221, district
吴忠市, 640300, city
红寺堡区, 640303, district
利通区, 640302, district
青铜峡市, 640381, district
同心县, 640324, district
盐池县, 640323, district
银川市, 640100, city
贺兰县, 640122, district
金凤区, 640106, district
灵武市, 640181, district
西夏区, 640105, district
兴庆区, 640104, district
永宁县, 640121, district
中卫市, 640500, city
海原县, 640522, district
沙坡头区, 640502, district
中宁县, 640521, district
吉林省, 220000, province
白城市, 220800, city
大安市, 220882, district
洮北区, 220802, district
洮南市, 220881, district
通榆县, 220822, district
镇赉县, 220821, district
白山市, 220600, city
抚松县, 220621, district
浑江区, 220602, district
江源区, 220605, district
靖宇县, 220622, district
临江市, 220681, district
长白朝鲜族自治县, 220623, district
吉林市, 220200, city
昌邑区, 220202, district
船营区, 220204, district
丰满区, 220211, district
桦甸市, 220282, district
蛟河市, 220281, district
龙潭区, 220203, district
磐石市, 220284, district
舒兰市, 220283, district
永吉县, 220221, district
辽源市, 220400, city
东丰县, 220421, district
东辽县, 220422, district
龙山区, 220402, district
西安区, 220403, district
松原市, 220700, city
扶余市, 220781, district
乾安县, 220723, district
宁江区, 220702, district
前郭尔罗斯蒙古族自治县, 220721, district
长岭县, 220722, district
四平市, 220300, city
公主岭市, 220381, district
梨树县, 220322, district
双辽市, 220382, district
铁东区, 220303, district
铁西区, 220302, district
伊通满族自治县, 220323, district
通化市, 220500, city
东昌区, 220502, district
二道江区, 220503, district
辉南县, 220523, district
集安市, 220582, district
柳河县, 220524, district
梅河口市, 220581, district
通化县, 220521, district
延边朝鲜族自治州, 222400, city
安图县, 222426, district
敦化市, 222403, district
和龙市, 222406, district
珲春市, 222404, district
龙井市, 222405, district
图们市, 222402, district
汪清县, 222424, district
延吉市, 222401, district
长春市, 220100, city
朝阳区, 220104, district
德惠市, 220183, district
二道区, 220105, district
九台区, 220113, district
宽城区, 220103, district
绿园区, 220106, district
南关区, 220102, district
农安县, 220122, district
双阳区, 220112, district
榆树市, 220182, district
山东省, 370000, province
滨州市, 371600, city
博兴县, 371625, district
滨城区, 371602, district
惠民县, 371621, district
无棣县, 371623, district
阳信县, 371622, district
沾化区, 371603, district
邹平县, 371626, district
德州市, 371400, city
德城区, 371402, district
乐陵市, 371481, district
临邑县, 371424, district
陵城区, 371403, district
宁津县, 371422, district
平原县, 371426, district
齐河县, 371425, district
庆云县, 371423, district
武城县, 371428, district
夏津县, 371427, district
禹城市, 371482, district
东营市, 370500, city
东营区, 370502, district
广饶县, 370523, district
河口区, 370503, district
垦利区, 370505, district
利津县, 370522, district
菏泽市, 371700, city
曹县, 371721, district
成武县, 371723, district
单县, 371722, district
定陶区, 371703, district
东明县, 371728, district
鄄城县, 371726, district
巨野县, 371724, district
牡丹区, 371702, district
郓城县, 371725, district
济南市, 370100, city
槐荫区, 370104, district
济阳县, 370125, district
历下区, 370102, district
历城区, 370112, district
平阴县, 370124, district
商河县, 370126, district
市中区, 370103, district
天桥区, 370105, district
章丘区, 370114, district
长清区, 370113, district
济宁市, 370800, city
嘉祥县, 370829, district
金乡县, 370828, district
梁山县, 370832, district
曲阜市, 370881, district
任城区, 370811, district
泗水县, 370831, district
微山县, 370826, district
汶上县, 370830, district
兖州区, 370812, district
鱼台县, 370827, district
邹城市, 370883, district
莱芜市, 371200, city
钢城区, 371203, district
莱城区, 371202, district
聊城市, 371500, city
茌平县, 371523, district
东昌府区, 371502, district
东阿县, 371524, district
高唐县, 371526, district
冠县, 371525, district
临清市, 371581, district
莘县, 371522, district
阳谷县, 371521, district
临沂市, 371300, city
费县, 371325, district
河东区, 371312, district
莒南县, 371327, district
兰陵县, 371324, district
兰山区, 371302, district
临沭县, 371329, district
罗庄区, 371311, district
蒙阴县, 371328, district
平邑县, 371326, district
郯城县, 371322, district
沂南县, 371321, district
沂水县, 371323, district
青岛市, 370200, city
城阳区, 370214, district
黄岛区, 370211, district
即墨区, 370282, district
胶州市, 370281, district
莱西市, 370285, district
李沧区, 370213, district
崂山区, 370212, district
平度市, 370283, district
市南区, 370202, district
市北区, 370203, district
日照市, 371100, city
东港区, 371102, district
莒县, 371122, district
岚山区, 371103, district
五莲县, 371121, district
泰安市, 370900, city
岱岳区, 370911, district
东平县, 370923, district
肥城市, 370983, district
宁阳县, 370921, district
泰山区, 370902, district
新泰市, 370982, district
威海市, 371000, city
环翠区, 371002, district
乳山市, 371083, district
荣成市, 371082, district
文登区, 371003, district
潍坊市, 370700, city
安丘市, 370784, district
昌乐县, 370725, district
昌邑市, 370786, district
坊子区, 370704, district
高密市, 370785, district
寒亭区, 370703, district
奎文区, 370705, district
临朐县, 370724, district
青州市, 370781, district
寿光市, 370783, district
潍城区, 370702, district
诸城市, 370782, district
烟台市, 370600, city
福山区, 370611, district
海阳市, 370687, district
莱山区, 370613, district
莱阳市, 370682, district
莱州市, 370683, district
龙口市, 370681, district
牟平区, 370612, district
蓬莱市, 370684, district
栖霞市, 370686, district
招远市, 370685, district
芝罘区, 370602, district
长岛县, 370634, district
枣庄市, 370400, city
山亭区, 370406, district
市中区, 370402, district
台儿庄区, 370405, district
滕州市, 370481, district
薛城区, 370403, district
峄城区, 370404, district
淄博市, 370300, city
博山区, 370304, district
高青县, 370322, district
桓台县, 370321, district
临淄区, 370305, district
沂源县, 370323, district
张店区, 370303, district
周村区, 370306, district
淄川区, 370302, district
陕西省, 610000, province
安康市, 610900, city
白河县, 610929, district
汉阴县, 610921, district
汉滨区, 610902, district
岚皋县, 610925, district
宁陕县, 610923, district
平利县, 610926, district
石泉县, 610922, district
旬阳县, 610928, district
镇坪县, 610927, district
紫阳县, 610924, district
宝鸡市, 610300, city
陈仓区, 610304, district
凤县, 610330, district
凤翔县, 610322, district
扶风县, 610324, district
金台区, 610303, district
麟游县, 610329, district
陇县, 610327, district
眉县, 610326, district
岐山县, 610323, district
千阳县, 610328, district
太白县, 610331, district
渭滨区, 610302, district
汉中市, 610700, city
城固县, 610722, district
略阳县, 610727, district
佛坪县, 610730, district
汉台区, 610702, district
留坝县, 610729, district
勉县, 610725, district
南郑区, 610721, district
宁强县, 610726, district
西乡县, 610724, district
洋县, 610723, district
镇巴县, 610728, district
商洛市, 611000, city
丹凤县, 611022, district
洛南县, 611021, district
山阳县, 611024, district
商南县, 611023, district
商州区, 611002, district
柞水县, 611026, district
镇安县, 611025, district
铜川市, 610200, city
王益区, 610202, district
宜君县, 610222, district
耀州区, 610204, district
印台区, 610203, district
渭南市, 610500, city
白水县, 610527, district
澄城县, 610525, district
大荔县, 610523, district
富平县, 610528, district
韩城市, 610581, district
合阳县, 610524, district
华阴市, 610582, district
华州区, 610503, district
临渭区, 610502, district
蒲城县, 610526, district
潼关县, 610522, district
西安市, 610100, city
灞桥区, 610111, district
碑林区, 610103, district
高陵区, 610117, district
鄠邑区, 610118, district
蓝田县, 610122, district
莲湖区, 610104, district
临潼区, 610115, district
未央区, 610112, district
新城区, 610102, district
阎良区, 610114, district
雁塔区, 610113, district
长安区, 610116, district
周至县, 610124, district
咸阳市, 610400, city
彬县, 610427, district
淳化县, 610430, district
乾县, 610424, district
泾阳县, 610423, district
礼泉县, 610425, district
秦都区, 610402, district
三原县, 610422, district
渭城区, 610404, district
武功县, 610431, district
兴平市, 610481, district
旬邑县, 610429, district
杨陵区, 610403, district
永寿县, 610426, district
长武县, 610428, district
延安市, 610600, city
安塞区, 610603, district
宝塔区, 610602, district
富县, 610628, district
甘泉县, 610627, district
黄龙县, 610631, district
黄陵县, 610632, district
洛川县, 610629, district
吴起县, 610626, district
延川县, 610622, district
延长县, 610621, district
宜川县, 610630, district
志丹县, 610625, district
子长县, 610623, district
榆林市, 610800, city
定边县, 610825, district
府谷县, 610822, district
横山区, 610803, district
佳县, 610828, district
靖边县, 610824, district
米脂县, 610827, district
清涧县, 610830, district
神木市, 610881, district
绥德县, 610826, district
吴堡县, 610829, district
榆阳区, 610802, district
子洲县, 610831, district
新疆维吾尔自治区, 650000, province
阿克苏地区, 652900, city
阿克苏市, 652901, district
阿瓦提县, 652928, district
拜城县, 652926, district
柯坪县, 652929, district
库车县, 652923, district
沙雅县, 652924, district
温宿县, 652922, district
乌什县, 652927, district
新和县, 652925, district
阿勒泰地区, 654300, city
阿勒泰市, 654301, district
布尔津县, 654321, district
福海县, 654323, district
富蕴县, 654322, district
哈巴河县, 654324, district
吉木乃县, 654326, district
青河县, 654325, district
昌吉回族自治州, 652300, city
昌吉市, 652301, district
阜康市, 652302, district
呼图壁县, 652323, district
吉木萨尔县, 652327, district
玛纳斯县, 652324, district
木垒哈萨克自治县, 652328, district
奇台县, 652325, district
巴音郭楞蒙古自治州, 652800, city
博湖县, 652829, district
和静县, 652827, district
和硕县, 652828, district
库尔勒市, 652801, district
轮台县, 652822, district
且末县, 652825, district
若羌县, 652824, district
尉犁县, 652823, district
焉耆回族自治县, 652826, district
博尔塔拉蒙古自治州, 652700, city
阿拉山口市, 652702, district
博乐市, 652701, district
精河县, 652722, district
温泉县, 652723, district
哈密市, 650500, city
巴里坤哈萨克自治县, 650521, district
伊吾县, 650522, district
伊州区, 650502, district
和田地区, 653200, city
策勒县, 653225, district
和田市, 653201, district
和田县, 653221, district
洛浦县, 653224, district
民丰县, 653227, district
墨玉县, 653222, district
皮山县, 653223, district
于田县, 653226, district
克孜勒苏柯尔克孜自治州, 653000, city
阿克陶县, 653022, district
阿合奇县, 653023, district
阿图什市, 653001, district
乌恰县, 653024, district
克拉玛依市, 650200, city
白碱滩区, 650204, district
独山子区, 650202, district
克拉玛依区, 650203, district
乌尔禾区, 650205, district
喀什地区, 653100, city
巴楚县, 653130, district
伽师县, 653129, district
喀什市, 653101, district
麦盖提县, 653127, district
莎车县, 653125, district
疏附县, 653121, district
疏勒县, 653122, district
塔什库尔干塔吉克自治县, 653131, district
叶城县, 653126, district
英吉沙县, 653123, district
岳普湖县, 653128, district
泽普县, 653124, district
塔城地区, 654200, city
额敏县, 654221, district
和布克赛尔蒙古自治县, 654226, district
沙湾县, 654223, district
塔城市, 654201, district
托里县, 654224, district
乌苏市, 654202, district
裕民县, 654225, district
乌鲁木齐市, 650100, city
达坂城区, 650107, district
米东区, 650109, district
沙依巴克区, 650103, district
水磨沟区, 650105, district
天山区, 650102, district
头屯河区, 650106, district
乌鲁木齐县, 650121, district
新市区, 650104, district
吐鲁番市, 650400, city
高昌区, 650402, district
鄯善县, 650421, district
托克逊县, 650422, district
伊犁哈萨克自治州, 654000, city
察布查尔锡伯自治县, 654022, district
巩留县, 654024, district
霍尔果斯市, 654004, district
霍城县, 654023, district
奎屯市, 654003, district
尼勒克县, 654028, district
特克斯县, 654027, district
新源县, 654025, district
伊宁市, 654002, district
伊宁县, 654021, district
昭苏县, 654026, district
阿拉尔市, 659002, city
北屯市, 659005, city
可克达拉市, 659008, city
昆玉市, 659009, city
石河子市, 659001, city
双河市, 659007, city
铁门关市, 659006, city
图木舒克市, 659003, city
五家渠市, 659004, city
天津市, 120000, province
天津城区, 120100, city
宝坻区, 120115, district
北辰区, 120113, district
滨海新区, 120116, district
东丽区, 120110, district
和平区, 120101, district
河北区, 120105, district
河东区, 120102, district
河西区, 120103, district
红桥区, 120106, district
蓟州区, 120119, district
津南区, 120112, district
静海区, 120118, district
南开区, 120104, district
宁河区, 120117, district
武清区, 120114, district
西青区, 120111, district
四川省, 510000, province
阿坝藏族羌族自治州, 513200, city
阿坝县, 513231, district
红原县, 513233, district
黑水县, 513228, district
金川县, 513226, district
九寨沟县, 513225, district
理县, 513222, district
马尔康市, 513201, district
茂县, 513223, district
壤塘县, 513230, district
若尔盖县, 513232, district
松潘县, 513224, district
汶川县, 513221, district
小金县, 513227, district
巴中市, 511900, city
巴州区, 511902, district
恩阳区, 511903, district
南江县, 511922, district
平昌县, 511923, district
通江县, 511921, district
成都市, 510100, city
成华区, 510108, district
崇州市, 510184, district
大邑县, 510129, district
都江堰市, 510181, district
简阳市, 510185, district
金堂县, 510121, district
金牛区, 510106, district
锦江区, 510104, district
龙泉驿区, 510112, district
彭州市, 510182, district
郫都区, 510117, district
蒲江县, 510131, district
青白江区, 510113, district
青羊区, 510105, district
邛崃市, 510183, district
双流区, 510116, district
温江区, 510115, district
武侯区, 510107, district
新都区, 510114, district
新津县, 510132, district
德阳市, 510600, city
广汉市, 510681, district
旌阳区, 510603, district
罗江区, 510626, district
绵竹市, 510683, district
什邡市, 510682, district
中江县, 510623, district
达州市, 511700, city
达川区, 511703, district
大竹县, 511724, district
开江县, 511723, district
渠县, 511725, district
通川区, 511702, district
万源市, 511781, district
宣汉县, 511722, district
广元市, 510800, city
苍溪县, 510824, district
朝天区, 510812, district
剑阁县, 510823, district
利州区, 510802, district
青川县, 510822, district
旺苍县, 510821, district
昭化区, 510811, district
广安市, 511600, city
广安区, 511602, district
华蓥市, 511681, district
邻水县, 511623, district
前锋区, 511603, district
武胜县, 511622, district
岳池县, 511621, district
甘孜藏族自治州, 513300, city
巴塘县, 513335, district
白玉县, 513331, district
丹巴县, 513323, district
道孚县, 513326, district
稻城县, 513337, district
得荣县, 513338, district
德格县, 513330, district
甘孜县, 513328, district
九龙县, 513324, district
康定市, 513301, district
理塘县, 513334, district
泸定县, 513322, district
炉霍县, 513327, district
色达县, 513333, district
石渠县, 513332, district
乡城县, 513336, district
新龙县, 513329, district
雅江县, 513325, district
凉山彝族自治州, 513400, city
布拖县, 513429, district
德昌县, 513424, district
甘洛县, 513435, district
会东县, 513426, district
会理县, 513425, district
金阳县, 513430, district
雷波县, 513437, district
美姑县, 513436, district
冕宁县, 513433, district
木里藏族自治县, 513422, district
宁南县, 513427, district
普格县, 513428, district
西昌市, 513401, district
喜德县, 513432, district
盐源县, 513423, district
越西县, 513434, district
昭觉县, 513431, district
乐山市, 511100, city
峨眉山市, 511181, district
峨边彝族自治县, 511132, district
夹江县, 511126, district
犍为县, 511123, district
井研县, 511124, district
金口河区, 511113, district
马边彝族自治县, 511133, district
沐川县, 511129, district
沙湾区, 511111, district
市中区, 511102, district
五通桥区, 511112, district
绵阳市, 510700, city
安州区, 510705, district
北川羌族自治县, 510726, district
涪城区, 510703, district
江油市, 510781, district
平武县, 510727, district
三台县, 510722, district
盐亭县, 510723, district
游仙区, 510704, district
梓潼县, 510725, district
眉山市, 511400, city
丹棱县, 511424, district
东坡区, 511402, district
洪雅县, 511423, district
彭山区, 511403, district
青神县, 511425, district
仁寿县, 511421, district
泸州市, 510500, city
古蔺县, 510525, district
合江县, 510522, district
江阳区, 510502, district
龙马潭区, 510504, district
泸县, 510521, district
纳溪区, 510503, district
叙永县, 510524, district
南充市, 511300, city
高坪区, 511303, district
嘉陵区, 511304, district
阆中市, 511381, district
南部县, 511321, district
蓬安县, 511323, district
顺庆区, 511302, district
西充县, 511325, district
仪陇县, 511324, district
营山县, 511322, district
攀枝花市, 510400, city
东区, 510402, district
米易县, 510421, district
仁和区, 510411, district
西区, 510403, district
盐边县, 510422, district
内江市, 511000, city
东兴区, 511011, district
隆昌市, 511083, district
市中区, 511002, district
威远县, 511024, district
资中县, 511025, district
遂宁市, 510900, city
安居区, 510904, district
船山区, 510903, district
大英县, 510923, district
蓬溪县, 510921, district
射洪县, 510922, district
雅安市, 511800, city
宝兴县, 511827, district
汉源县, 511823, district
芦山县, 511826, district
名山区, 511803, district
石棉县, 511824, district
天全县, 511825, district
荥经县, 511822, district
雨城区, 511802, district
宜宾市, 511500, city
翠屏区, 511502, district
高县, 511525, district
珙县, 511526, district
江安县, 511523, district
南溪区, 511503, district
屏山县, 511529, district
兴文县, 511528, district
宜宾县, 511521, district
筠连县, 511527, district
长宁县, 511524, district
资阳市, 512000, city
安岳县, 512021, district
乐至县, 512022, district
雁江区, 512002, district
自贡市, 510300, city
大安区, 510304, district
富顺县, 510322, district
贡井区, 510303, district
荣县, 510321, district
沿滩区, 510311, district
自流井区, 510302, district
香港特别行政区, 810000, province
油尖旺区, 810005, district
湾仔区, 810002, district
北区, 810013, district
大埔区, 810014, district
东区, 810003, district
观塘区, 810009, district
黄大仙区, 810008, district
九龙城区, 810007, district
葵青区, 810017, district
离岛区, 810018, district
南区, 810004, district
荃湾区, 810010, district
沙田区, 810016, district
深水埗区, 810006, district
屯门区, 810011, district
西贡区, 810015, district
元朗区, 810012, district
中西区, 810001, district
西藏自治区, 540000, province
阿里地区, 542500, city
措勤县, 542527, district
噶尔县, 542523, district
改则县, 542526, district
革吉县, 542525, district
普兰县, 542521, district
日土县, 542524, district
札达县, 542522, district
昌都市, 540300, city
八宿县, 540326, district
边坝县, 540330, district
察雅县, 540325, district
丁青县, 540324, district
贡觉县, 540322, district
江达县, 540321, district
卡若区, 540302, district
类乌齐县, 540323, district
洛隆县, 540329, district
芒康县, 540328, district
左贡县, 540327, district
拉萨市, 540100, city
达孜县, 540126, district
城关区, 540102, district
当雄县, 540122, district
堆龙德庆区, 540103, district
林周县, 540121, district
墨竹工卡县, 540127, district
尼木县, 540123, district
曲水县, 540124, district
林芝市, 540400, city
巴宜区, 540402, district
察隅县, 540425, district
波密县, 540424, district
工布江达县, 540421, district
朗县, 540426, district
米林县, 540422, district
墨脱县, 540423, district
那曲地区, 542400, city
安多县, 542425, district
巴青县, 542429, district
班戈县, 542428, district
比如县, 542423, district
嘉黎县, 542422, district
那曲县, 542421, district
尼玛县, 542430, district
聂荣县, 542424, district
申扎县, 542426, district
双湖县, 542431, district
索县, 542427, district
山南市, 540500, city
措美县, 540526, district
错那县, 540530, district
贡嘎县, 540522, district
加查县, 540528, district
浪卡子县, 540531, district
隆子县, 540529, district
洛扎县, 540527, district
乃东区, 540502, district
曲松县, 540525, district
琼结县, 540524, district
桑日县, 540523, district
扎囊县, 540521, district
日喀则市, 540200, city
昂仁县, 540226, district
白朗县, 540228, district
定结县, 540231, district
定日县, 540223, district
岗巴县, 540237, district
吉隆县, 540234, district
江孜县, 540222, district
康马县, 540230, district
拉孜县, 540225, district
南木林县, 540221, district
聂拉木县, 540235, district
萨嘎县, 540236, district
萨迦县, 540224, district
仁布县, 540229, district
桑珠孜区, 540202, district
谢通门县, 540227, district
亚东县, 540233, district
仲巴县, 540232, district
云南省, 530000, province
保山市, 530500, city
昌宁县, 530524, district
隆阳区, 530502, district
龙陵县, 530523, district
施甸县, 530521, district
腾冲市, 530581, district
楚雄彝族自治州, 532300, city
楚雄市, 532301, district
大姚县, 532326, district
禄丰县, 532331, district
牟定县, 532323, district
南华县, 532324, district
双柏县, 532322, district
武定县, 532329, district
姚安县, 532325, district
永仁县, 532327, district
元谋县, 532328, district
大理白族自治州, 532900, city
宾川县, 532924, district
大理市, 532901, district
洱源县, 532930, district
鹤庆县, 532932, district
剑川县, 532931, district
弥渡县, 532925, district
南涧彝族自治县, 532926, district
巍山彝族回族自治县, 532927, district
祥云县, 532923, district
漾濞彝族自治县, 532922, district
永平县, 532928, district
云龙县, 532929, district
德宏傣族景颇族自治州, 533100, city
梁河县, 533122, district
陇川县, 533124, district
芒市, 533103, district
瑞丽市, 533102, district
盈江县, 533123, district
迪庆藏族自治州, 533400, city
德钦县, 533422, district
维西傈僳族自治县, 533423, district
香格里拉市, 533401, district
红河哈尼族彝族自治州, 532500, city
个旧市, 532501, district
河口瑶族自治县, 532532, district
红河县, 532529, district
建水县, 532524, district
金平苗族瑶族傣族自治县, 532530, district
开远市, 532502, district
绿春县, 532531, district
泸西县, 532527, district
弥勒市, 532504, district
蒙自市, 532503, district
屏边苗族自治县, 532523, district
石屏县, 532525, district
元阳县, 532528, district
昆明市, 530100, city
安宁市, 530181, district
呈贡区, 530114, district
东川区, 530113, district
富民县, 530124, district
官渡区, 530111, district
晋宁区, 530115, district
禄劝彝族苗族自治县, 530128, district
盘龙区, 530103, district
石林彝族自治县, 530126, district
嵩明县, 530127, district
五华区, 530102, district
西山区, 530112, district
寻甸回族彝族自治县, 530129, district
宜良县, 530125, district
丽江市, 530700, city
古城区, 530702, district
华坪县, 530723, district
宁蒗彝族自治县, 530724, district
永胜县, 530722, district
玉龙纳西族自治县, 530721, district
临沧市, 530900, city
沧源佤族自治县, 530927, district
凤庆县, 530921, district
耿马傣族佤族自治县, 530926, district
临翔区, 530902, district
双江拉祜族佤族布朗族傣族自治县, 530925, district
永德县, 530923, district
云县, 530922, district
镇康县, 530924, district
怒江傈僳族自治州, 533300, city
福贡县, 533323, district
贡山独龙族怒族自治县, 533324, district
兰坪白族普米族自治县, 533325, district
泸水市, 533301, district
曲靖市, 530300, city
富源县, 530325, district
会泽县, 530326, district
陆良县, 530322, district
罗平县, 530324, district
马龙县, 530321, district
麒麟区, 530302, district
师宗县, 530323, district
宣威市, 530381, district
沾益区, 530303, district
普洱市, 530800, city
江城哈尼族彝族自治县, 530826, district
景谷傣族彝族自治县, 530824, district
景东彝族自治县, 530823, district
澜沧拉祜族自治县, 530828, district
孟连傣族拉祜族佤族自治县, 530827, district
墨江哈尼族自治县, 530822, district
宁洱哈尼族彝族自治县, 530821, district
思茅区, 530802, district
西盟佤族自治县, 530829, district
镇沅彝族哈尼族拉祜族自治县, 530825, district
文山壮族苗族自治州, 532600, city
富宁县, 532628, district
广南县, 532627, district
麻栗坡县, 532624, district
马关县, 532625, district
丘北县, 532626, district
文山市, 532601, district
西畴县, 532623, district
砚山县, 532622, district
西双版纳傣族自治州, 532800, city
景洪市, 532801, district
勐腊县, 532823, district
勐海县, 532822, district
玉溪市, 530400, city
澄江县, 530422, district
峨山彝族自治县, 530426, district
红塔区, 530402, district
华宁县, 530424, district
江川区, 530403, district
通海县, 530423, district
新平彝族傣族自治县, 530427, district
易门县, 530425, district
元江哈尼族彝族傣族自治县, 530428, district
昭通市, 530600, city
大关县, 530624, district
鲁甸县, 530621, district
巧家县, 530622, district
水富县, 530630, district
绥江县, 530626, district
威信县, 530629, district
盐津县, 530623, district
彝良县, 530628, district
永善县, 530625, district
昭阳区, 530602, district
镇雄县, 530627, district
浙江省, 330000, province
杭州市, 330100, city
滨江区, 330108, district
淳安县, 330127, district
富阳区, 330111, district
拱墅区, 330105, district
江干区, 330104, district
建德市, 330182, district
临安区, 330185, district
上城区, 330102, district
桐庐县, 330122, district
西湖区, 330106, district
萧山区, 330109, district
下城区, 330103, district
余杭区, 330110, district
嘉兴市, 330400, city
海盐县, 330424, district
海宁市, 330481, district
嘉善县, 330421, district
南湖区, 330402, district
平湖市, 330482, district
桐乡市, 330483, district
秀洲区, 330411, district
湖州市, 330500, city
安吉县, 330523, district
德清县, 330521, district
南浔区, 330503, district
吴兴区, 330502, district
长兴县, 330522, district
丽水市, 331100, city
景宁畲族自治县, 331127, district
缙云县, 331122, district
莲都区, 331102, district
龙泉市, 331181, district
青田县, 331121, district
庆元县, 331126, district
遂昌县, 331123, district
松阳县, 331124, district
云和县, 331125, district
金华市, 330700, city
东阳市, 330783, district
金东区, 330703, district
兰溪市, 330781, district
磐安县, 330727, district
浦江县, 330726, district
婺城区, 330702, district
武义县, 330723, district
义乌市, 330782, district
永康市, 330784, district
衢州市, 330800, city
常山县, 330822, district
江山市, 330881, district
开化县, 330824, district
柯城区, 330802, district
龙游县, 330825, district
衢江区, 330803, district
宁波市, 330200, city
北仑区, 330206, district
慈溪市, 330282, district
奉化区, 330213, district
海曙区, 330203, district
江北区, 330205, district
宁海县, 330226, district
象山县, 330225, district
鄞州区, 330212, district
余姚市, 330281, district
镇海区, 330211, district
绍兴市, 330600, city
柯桥区, 330603, district
嵊州市, 330683, district
上虞区, 330604, district
新昌县, 330624, district
越城区, 330602, district
诸暨市, 330681, district
台州市, 331000, city
黄岩区, 331003, district
椒江区, 331002, district
临海市, 331082, district
路桥区, 331004, district
三门县, 331022, district
天台县, 331023, district
温岭市, 331081, district
仙居县, 331024, district
玉环市, 331083, district
温州市, 330300, city
苍南县, 330327, district
洞头区, 330305, district
乐清市, 330382, district
龙湾区, 330303, district
鹿城区, 330302, district
瓯海区, 330304, district
平阳县, 330326, district
瑞安市, 330381, district
泰顺县, 330329, district
文成县, 330328, district
永嘉县, 330324, district
舟山市, 330900, city
定海区, 330902, district
岱山县, 330921, district
普陀区, 330903, district
嵊泗县, 330922, district